text,sentiment
"Overall, i disliked the poor customer service. I would never buy it again.",0
"Overall, i disliked the poor customer service. It made me very disappointed.",0
"Overall, i disliked the poor customer service. I am completely dissatisfied.",0
"Overall, i disliked the poor customer service. I would warn others about it.",0
"Overall, i disliked the poor customer service. It was a very bad choice.",0
"Honestly, i disliked the poor customer service. I would never buy it again.",0
"Honestly, i disliked the poor customer service. It made me very disappointed.",0
"Honestly, i disliked the poor customer service. I am completely dissatisfied.",0
"Honestly, i disliked the poor customer service. I would warn others about it.",0
"Honestly, i disliked the poor customer service. It was a very bad choice.",0
"In my opinion, i disliked the poor customer service. I would never buy it again.",0
"In my opinion, i disliked the poor customer service. It made me very disappointed.",0
"In my opinion, i disliked the poor customer service. I am completely dissatisfied.",0
"In my opinion, i disliked the poor customer service. I would warn others about it.",0
"In my opinion, i disliked the poor customer service. It was a very bad choice.",0
"From my experience, i disliked the poor customer service. I would never buy it again.",0
"From my experience, i disliked the poor customer service. It made me very disappointed.",0
"From my experience, i disliked the poor customer service. I am completely dissatisfied.",0
"From my experience, i disliked the poor customer service. I would warn others about it.",0
"From my experience, i disliked the poor customer service. It was a very bad choice.",0
"For me, i disliked the poor customer service. I would never buy it again.",0
"For me, i disliked the poor customer service. It made me very disappointed.",0
"For me, i disliked the poor customer service. I am completely dissatisfied.",0
"For me, i disliked the poor customer service. I would warn others about it.",0
"For me, i disliked the poor customer service. It was a very bad choice.",0
"Overall, the product quality is awful. I would never buy it again.",0
"Overall, the product quality is awful. It made me very disappointed.",0
"Overall, the product quality is awful. I am completely dissatisfied.",0
"Overall, the product quality is awful. I would warn others about it.",0
"Overall, the product quality is awful. It was a very bad choice.",0
"Honestly, the product quality is awful. I would never buy it again.",0
"Honestly, the product quality is awful. It made me very disappointed.",0
"Honestly, the product quality is awful. I am completely dissatisfied.",0
"Honestly, the product quality is awful. I would warn others about it.",0
"Honestly, the product quality is awful. It was a very bad choice.",0
"In my opinion, the product quality is awful. I would never buy it again.",0
"In my opinion, the product quality is awful. It made me very disappointed.",0
"In my opinion, the product quality is awful. I am completely dissatisfied.",0
"In my opinion, the product quality is awful. I would warn others about it.",0
"In my opinion, the product quality is awful. It was a very bad choice.",0
"From my experience, the product quality is awful. I would never buy it again.",0
"From my experience, the product quality is awful. It made me very disappointed.",0
"From my experience, the product quality is awful. I am completely dissatisfied.",0
"From my experience, the product quality is awful. I would warn others about it.",0
"From my experience, the product quality is awful. It was a very bad choice.",0
"For me, the product quality is awful. I would never buy it again.",0
"For me, the product quality is awful. It made me very disappointed.",0
"For me, the product quality is awful. I am completely dissatisfied.",0
"For me, the product quality is awful. I would warn others about it.",0
"For me, the product quality is awful. It was a very bad choice.",0
